filepath,sb_id,time_uploaded_to_sb
out_xml/03_config.xml,5e5c1c36e4b01d50924f27ea,2020-12-07 20:57 UTC
out_data/pb0_config.json,5e5c1c36e4b01d50924f27ea,2020-12-07 20:57 UTC
out_data/pb0_nml_files.zip,5e5c1c36e4b01d50924f27ea,2020-12-07 20:57 UTC
