filepath,sb_id,time_uploaded_to_sb
out_data/predict_lakes.png,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
out_xml/05_predictions.xml,5e5d0bb9e4b01d50924f2b36,2021-02-28 21:07 UTC
tmp/irradiance_01_N48.00-49.50_W89.50-97.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
tmp/irradiance_02_N47.00-48.00_W94.00-97.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
tmp/irradiance_03_N47.00-48.00_W93.00-94.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
tmp/irradiance_04_N45.50-48.00_W92.00-93.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
tmp/irradiance_05_N46.50-48.00_W89.50-92.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:54 UTC
tmp/irradiance_06_N46.00-47.00_W94.50-97.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:55 UTC
tmp/irradiance_07_N45.50-47.00_W94.00-94.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:55 UTC
tmp/irradiance_08_N45.50-47.00_W93.00-94.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:55 UTC
tmp/irradiance_09_N45.00-46.00_W94.50-97.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:55 UTC
tmp/irradiance_10_N45.00-45.50_W93.25-94.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:56 UTC
tmp/irradiance_11_N45.00-45.50_W92.25-93.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:56 UTC
tmp/irradiance_12_N43.50-45.00_W93.50-96.75.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:56 UTC
tmp/irradiance_13_N43.50-45.00_W91.00-93.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:56 UTC
tmp/pb0_predictions_01_N48.00-49.50_W89.50-97.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 01:59 UTC
tmp/pb0_predictions_02_N47.00-48.00_W94.00-97.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:02 UTC
tmp/pb0_predictions_03_N47.00-48.00_W93.00-94.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:05 UTC
tmp/pb0_predictions_04_N45.50-48.00_W92.00-93.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:07 UTC
tmp/pb0_predictions_05_N46.50-48.00_W89.50-92.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:08 UTC
tmp/pb0_predictions_06_N46.00-47.00_W94.50-97.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:12 UTC
tmp/pb0_predictions_07_N45.50-47.00_W94.00-94.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:16 UTC
tmp/pb0_predictions_08_N45.50-47.00_W93.00-94.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:18 UTC
tmp/pb0_predictions_09_N45.00-46.00_W94.50-97.00.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:22 UTC
tmp/pb0_predictions_10_N45.00-45.50_W93.25-94.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:25 UTC
tmp/pb0_predictions_11_N45.00-45.50_W92.25-93.25.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:26 UTC
tmp/pb0_predictions_12_N43.50-45.00_W93.50-96.75.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:28 UTC
tmp/pb0_predictions_13_N43.50-45.00_W91.00-93.50.zip,5e5d0bb9e4b01d50924f2b36,2020-12-08 02:30 UTC
