filepath,sb_id,time_uploaded_to_sb
out_data/pgdl_config.csv,5e5c1c36e4b01d50924f27ea,2021-03-03 22:00 UTC
out_data/pgdl_fit_lakes.png,5e5c1c36e4b01d50924f27ea,2021-03-03 22:00 UTC
tmp/pgdl_fits_01_N48.00-49.50_W89.50-97.25.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:20 UTC
tmp/pgdl_fits_02_N47.00-48.00_W94.00-97.25.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:20 UTC
tmp/pgdl_fits_03_N47.00-48.00_W93.00-94.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:20 UTC
tmp/pgdl_fits_04_N45.50-48.00_W92.00-93.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:21 UTC
tmp/pgdl_fits_05_N46.50-48.00_W89.50-92.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:21 UTC
tmp/pgdl_fits_06_N46.00-47.00_W94.50-97.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:21 UTC
tmp/pgdl_fits_07_N45.50-47.00_W94.00-94.50.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:22 UTC
tmp/pgdl_fits_08_N45.50-47.00_W93.00-94.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:22 UTC
tmp/pgdl_fits_09_N45.00-46.00_W94.50-97.00.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:23 UTC
tmp/pgdl_fits_10_N45.00-45.50_W93.25-94.50.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:23 UTC
tmp/pgdl_fits_11_N45.00-45.50_W92.25-93.25.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:23 UTC
tmp/pgdl_fits_12_N43.50-45.00_W93.50-96.75.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:24 UTC
tmp/pgdl_fits_13_N43.50-45.00_W91.00-93.50.zip,5e5c1c36e4b01d50924f27ea,2021-06-16 18:25 UTC
