filepath,sb_id,time_uploaded_to_sb
out_data/input_cells.png,5e5d0b96e4b01d50924f2b34,2020-12-07 20:21 UTC
out_xml/04_inputs.xml,5e5d0b96e4b01d50924f2b34,2020-12-08 12:36 UTC
tmp/clarity_01_N48.00-49.50_W89.50-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:21 UTC
tmp/clarity_02_N47.00-48.00_W94.00-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:21 UTC
tmp/clarity_03_N47.00-48.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:21 UTC
tmp/clarity_04_N45.50-48.00_W92.00-93.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:22 UTC
tmp/clarity_05_N46.50-48.00_W89.50-92.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:22 UTC
tmp/clarity_06_N46.00-47.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:22 UTC
tmp/clarity_07_N45.50-47.00_W94.00-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:22 UTC
tmp/clarity_08_N45.50-47.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:22 UTC
tmp/clarity_09_N45.00-46.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:23 UTC
tmp/clarity_10_N45.00-45.50_W93.25-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:23 UTC
tmp/clarity_11_N45.00-45.50_W92.25-93.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:23 UTC
tmp/clarity_12_N43.50-45.00_W93.50-96.75.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:23 UTC
tmp/clarity_13_N43.50-45.00_W91.00-93.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_01_N48.00-49.50_W89.50-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_02_N47.00-48.00_W94.00-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_03_N47.00-48.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_04_N45.50-48.00_W92.00-93.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_05_N46.50-48.00_W89.50-92.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_06_N46.00-47.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_07_N45.50-47.00_W94.00-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_08_N45.50-47.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_09_N45.00-46.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_10_N45.00-45.50_W93.25-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_11_N45.00-45.50_W92.25-93.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_12_N43.50-45.00_W93.50-96.75.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/ice_flags_13_N43.50-45.00_W91.00-93.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:24 UTC
tmp/inputs_01_N48.00-49.50_W89.50-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:29 UTC
tmp/inputs_02_N47.00-48.00_W94.00-97.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:32 UTC
tmp/inputs_03_N47.00-48.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:33 UTC
tmp/inputs_04_N45.50-48.00_W92.00-93.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:35 UTC
tmp/inputs_05_N46.50-48.00_W89.50-92.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:37 UTC
tmp/inputs_06_N46.00-47.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:39 UTC
tmp/inputs_07_N45.50-47.00_W94.00-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:40 UTC
tmp/inputs_08_N45.50-47.00_W93.00-94.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:41 UTC
tmp/inputs_09_N45.00-46.00_W94.50-97.00.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:43 UTC
tmp/inputs_10_N45.00-45.50_W93.25-94.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:44 UTC
tmp/inputs_11_N45.00-45.50_W92.25-93.25.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:44 UTC
tmp/inputs_12_N43.50-45.00_W93.50-96.75.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:49 UTC
tmp/inputs_13_N43.50-45.00_W91.00-93.50.zip,5e5d0b96e4b01d50924f2b34,2020-12-07 20:52 UTC
